citycode;population;PCT_working_high;Student_per1000;women_per_100;Median_population_age;household_size;pct_unemployment;households_1_person;car_1000;car_killed_1000;pct_nationals;birth_1000;cities_name
ES012C;253996.0;50.0;47.0;105.5;45.1;2.0;8.0;31.0;423.47;0.0;89.0;7.0;Vitoria/Gasteiz
ES013C;219910.0;50.0;85.0;116.1;47.9;2.0;13.0;33.0;436.76;0.09;93.0;6.0;Oviedo
ES014C;334398.0;52.0;74.0;108.0;43.5;3.0;10.0;28.0;456.96;0.03;90.0;8.0;Pamplona/Iruña
ES015C;173375.0;47.0;115.0;116.9;48.7;2.0;13.0;32.0;443.99;0.29;91.0;6.0;Santander
ES016C;85811.0;51.0;107.0;109.6;42.3;3.0;13.0;29.0;504.13;0.12;91.0;8.0;Toledo
ES017C;150984.0;39.0;74.0;106.3;42.7;3.0;21.0;26.0;523.13;0.46;96.0;8.0;Badajoz
ES018C;152485.0;45.0;275.0;110.8;45.3;2.0;12.0;31.0;408.2;0.07;89.0;7.0;Logroño
ES019C;797590.0;50.0;56.0;109.6;47.8;2.0;12.0;29.0;404.16;0.05;92.0;6.0;Bilbao
ES020C;326039.0;42.0;83.0;108.3;44.2;3.0;28.0;26.0;447.12;0.12;97.0;7.0;Córdoba
ES021C;337482.0;38.0;17.0;106.6;44.0;3.0;19.0;30.0;438.76;0.24;85.0;7.0;Alicante/Alacant
ES022C;296692.0;44.0;58.0;111.7;46.5;3.0;15.0;27.0;480.44;0.17;95.0;6.0;Vigo
ES023C;271717.0;44.0;43.0;112.3;49.4;2.0;15.0;33.0;435.61;0.18;95.0;5.0;Gijón
ES024C;368105.0;39.0;82.0;108.5;44.4;3.0;24.0;29.0;517.37;0.08;93.0;5.0;Santa Cruz de Tenerife
ES025C;247604.0;50.0;95.0;115.7;47.3;2.0;13.0;31.0;434.89;0.08;94.0;6.0;A Coruña
ES026C;106168.0;33.0;43.0;106.8;42.5;3.0;18.0;26.0;470.06;0.57;83.0;8.0;Reus
ES027C;102791.0;28.0;7.0;103.8;43.1;3.0;24.0;26.0;479.87;0.1;97.0;6.0;Telde
ES028C;98519.0;46.0;65.0;116.2;46.5;2.0;10.0;32.0;504.06;0.3;94.0;6.0;Lugo
ES029C;95001.0;36.0;10.0;104.7;43.3;3.0;21.0;22.0;430.68;0.0;99.0;6.0;San Fernando
ES030C;103369.0;44.0;145.0;107.5;40.6;3.0;13.0;28.0;432.57;0.1;79.0;9.0;Girona
ES031C;96255.0;47.0;121.0;108.8;44.3;2.0;19.0;30.0;523.18;0.21;97.0;7.0;Cáceres
ES032C;84667.0;17.0;2.0;103.0;45.8;2.0;22.0;35.0;558.2;0.24;59.0;7.0;Torrevieja
ES033C;88703.0;37.0;11.0;104.2;42.6;3.0;21.0;23.0;466.42;0.23;96.0;8.0;Puerto de Santa María, El
ES034C;77791.0;42.0;23.0;111.4;50.2;2.0;15.0;32.0;503.43;0.0;96.0;5.0;Avilés
ES035C;83663.0;30.0;53.0;108.3;43.6;3.0;26.0;26.0;443.86;0.0;92.0;7.0;Talavera de la Reina
ES036C;78144.0;43.0;66.0;111.9;48.5;2.0;13.0;32.0;467.47;0.38;95.0;6.0;Palencia
ES037C;65560.0;43.0;56.0;112.3;51.0;2.0;15.0;35.0;554.04;0.15;97.0;5.0;Ferrol
ES038C;83260.0;46.0;106.0;111.6;45.6;2.0;14.0;29.0;490.15;0.24;96.0;6.0;Pontevedra
ES039C;84202.0;28.0;33.0;97.9;37.6;3.0;23.0;25.0;479.11;0.24;93.0;10.0;Ceuta
ES040C;75798.0;30.0;26.0;103.5;43.6;3.0;19.0;30.0;460.37;0.0;79.0;8.0;Gandia
ES041C;87484.0;45.0;73.0;107.8;42.6;3.0;15.0;28.0;469.15;0.46;86.0;8.0;Guadalajara
ES042C;78245.0;37.0;51.0;104.1;43.7;3.0;16.0;29.0;443.33;0.13;81.0;9.0;Manresa
ES043C;75504.0;50.0;115.0;111.1;43.7;3.0;16.0;30.0;433.16;0.26;95.0;7.0;Ciudad Real
ES044C;70450.0;21.0;10.0;100.1;44.9;2.0;20.0;39.0;422.37;0.43;70.0;6.0;Benidorm
ES045C;87076.0;28.0;37.0;97.2;35.0;3.0;24.0;19.0;532.12;0.11;85.0;11.0;Melilla
ES046C;64509.0;38.0;38.0;111.3;48.7;2.0;17.0;31.0;501.95;0.78;96.0;6.0;Ponferrada
ES047C;60988.0;42.0;59.0;115.5;49.6;2.0;14.0;33.0;474.85;0.0;97.0;6.0;Zamora
ES048C;82837.0;26.0;3.0;104.8;45.9;3.0;21.0;33.0;391.01;0.12;63.0;5.0;Fuengirola
ES049C;69205.0;22.0;4.0;100.7;41.7;3.0;23.0;25.0;429.22;0.14;98.0;9.0;Sanlúcar de Barrameda
ES050C;67733.0;40.0;30.0;106.8;44.8;3.0;15.0;27.0;424.51;0.59;89.0;6.0;Vilanova i la Geltrú
ES051C;63630.0;23.0;14.0;103.9;41.9;3.0;26.0;26.0;454.27;0.0;92.0;9.0;Línea de la Concepción, La
ES052C;69166.0;32.0;2.0;99.9;43.7;2.0;24.0;35.0;480.76;0.29;80.0;6.0;Torremolinos
ES053C;62910.0;48.0;16.0;104.5;46.1;2.0;10.0;27.0;444.33;0.32;89.0;7.0;Irun
ES054C;62419.0;37.0;17.0;102.1;42.9;3.0;14.0;24.0;436.65;0.32;86.0;8.0;Granollers
ES055C;64645.0;24.0;23.0;99.3;39.3;3.0;23.0;25.0;460.62;0.46;80.0;8.0;Arrecife
ES056C;87054.0;23.0;10.0;103.7;44.7;3.0;23.0;26.0;473.15;0.23;95.0;7.0;Elda
ES057C;74602.0;21.0;4.0;100.4;40.5;3.0;24.0;24.0;442.27;0.27;86.0;6.0;Santa Lucía de Tirajana
ES058C;51600.0;31.0;22.0;103.1;43.7;3.0;15.0;22.0;450.99;0.19;88.0;6.0;Mollet del Vallès
ES059C;404809.0;47.0;150.0;109.8;43.0;2.0;25.0;31.0;472.25;0.2;94.0;8.0;Granada
ES060C;234765.0;27.0;60.0;101.7;42.7;3.0;21.0;24.0;461.32;0.21;89.0;8.0;Elche/Elx
ES061C;216108.0;33.0;55.0;101.1;42.2;3.0;19.0;24.0;503.95;0.23;89.0;8.0;Cartagena
ES062C;213105.0;31.0;34.0;104.7;43.1;3.0;23.0;23.0;473.81;0.19;97.0;7.0;Jerez de la Frontera
ES063C;188240.0;61.0;83.0;111.9;47.9;2.0;7.0;31.0;395.56;0.16;92.0;7.0;San Sebastián/Donostia
ES064C;197562.0;37.0;94.0;105.7;43.7;3.0;14.0;21.0;477.62;0.15;84.0;7.0;Alcalá de Henares
ES065C;201322.0;37.0;96.0;104.3;41.6;3.0;26.0;28.0;446.25;0.1;88.0;9.0;Almería
ES066C;176418.0;51.0;82.0;110.0;46.4;2.0;12.0;32.0;442.11;0.06;92.0;7.0;Burgos
ES067C;144825.0;48.0;206.0;120.6;49.8;2.0;16.0;35.0;403.75;0.14;94.0;6.0;Salamanca
ES068C;174336.0;39.0;74.0;104.6;42.9;3.0;17.0;27.0;433.36;0.17;94.0;8.0;Albacete
ES069C;174264.0;37.0;104.0;106.7;44.0;2.0;17.0;29.0;484.91;0.4;83.0;7.0;Castellón de la Plana/Castelló de la Plana
ES070C;143837.0;39.0;87.0;108.3;43.7;3.0;23.0;26.0;482.89;0.07;95.0;8.0;Huelva
ES071C;115439.0;45.0;97.0;111.5;48.1;3.0;21.0;27.0;370.95;0.26;98.0;6.0;Cádiz
ES072C;124028.0;48.0;94.0;120.7;50.1;2.0;15.0;36.0;457.66;0.16;94.0;6.0;León
ES073C;136496.0;41.0;102.0;104.7;42.8;3.0;16.0;29.0;441.76;0.29;81.0;8.0;Tarragona
ES074C;112757.0;45.0;149.0;107.9;44.0;3.0;24.0;26.0;450.14;0.09;98.0;7.0;Jaén
ES075C;140403.0;37.0;176.0;101.9;43.2;3.0;12.0;29.0;417.07;0.36;80.0;9.0;Lleida
ES076C;105643.0;43.0;74.0;120.6;48.5;2.0;13.0;32.0;494.15;0.19;94.0;6.0;Ourense
ES077C;129661.0;32.0;37.0;101.1;42.6;3.0;15.0;24.0;386.16;0.08;83.0;8.0;Mataró
ES078C;135050.0;37.0;22.0;103.6;40.9;3.0;25.0;18.0;501.4;0.07;98.0;8.0;Dos Hermanas
ES079C;123078.0;31.0;30.0;102.7;41.4;3.0;22.0;25.0;480.06;0.16;92.0;8.0;Algeciras
ES080C;147633.0;25.0;4.0;108.4;42.0;3.0;20.0;29.0;524.05;0.34;74.0;8.0;Marbella
ES081C;132853.0;31.0;4.0;103.3;41.2;3.0;14.0;19.0;464.45;0.0;84.0;8.0;Torrejón de Ardoz
ES082C;75533.0;28.0;6.0;101.3;41.4;3.0;26.0;20.0;464.63;0.66;98.0;8.0;Alcalá de Guadaíra
ES083C;59354.0;33.0;67.0;103.9;45.7;2.0;19.0;30.0;475.0;0.34;93.0;7.0;Alcoy
ES084C;58369.0;43.0;91.0;110.1;44.8;2.0;13.0;35.0;508.15;0.51;92.0;8.0;Ávila
ES085C;69144.0;35.0;3.0;104.0;42.5;2.0;22.0;34.0;475.6;0.0;76.0;7.0;Benalmádena
ES086C;85150.0;30.0;4.0;99.8;41.2;3.0;23.0;23.0;455.3;0.0;96.0;7.0;Chiclana de la Frontera
ES087C;64378.0;44.0;130.0;106.3;41.9;3.0;14.0;23.0;479.84;0.0;82.0;8.0;Collado Villalba
ES088C;54621.0;43.0;94.0;110.4;44.4;2.0;16.0;32.0;484.03;0.0;91.0;6.0;Cuenca
ES089C;51128.0;34.0;7.0;98.4;39.9;3.0;17.0;26.0;548.45;0.0;74.0;8.0;Eivissa
ES090C;57353.0;35.0;29.0;104.5;44.7;3.0;32.0;25.0;464.93;0.7;97.0;7.0;Linares
ES091C;95515.0;23.0;14.0;95.6;40.3;3.0;12.0;21.0;470.17;0.1;79.0;10.0;Lorca
ES092C;59548.0;40.0;56.0;105.3;42.4;3.0;24.0;27.0;493.97;0.5;97.0;8.0;Mérida
ES093C;67173.0;38.0;14.0;104.1;44.9;2.0;16.0;30.0;499.02;0.0;88.0;7.0;Sagunto
ES094C;51597.0;35.0;29.0;111.8;48.5;2.0;16.0;29.0;483.11;0.0;93.0;5.0;Torrelavega
ES095C;77270.0;39.0;8.0;102.6;40.3;3.0;13.0;17.0;438.06;0.0;90.0;7.0;Valdemoro
ES096C;67219.0;29.0;13.0;104.5;46.2;3.0;26.0;32.0;521.36;0.15;89.0;6.0;Puerto de la Cruz
ES097C;63563.0;32.0;12.0;101.7;42.9;3.0;16.0;26.0;489.59;0.16;89.0;8.0;Igualada
ES098C;58978.0;34.0;441.0;102.3;41.4;3.0;16.0;22.0;451.3;0.17;93.0;7.0;San Vicente del Raspeig/Sant Vicent del Raspeig
FI001C;658457.0;50.0;90.0;110.1;38.0;2.0;11.0;50.0;277.54;0.09;90.0;11.0;Helsinki/Helsingfors
FI002C;244223.0;47.0;133.0;105.9;37.0;2.0;11.0;53.0;374.55;0.21;95.0;9.0;Tampere/Tammerfors
FI003C;195137.0;43.0;164.0;108.4;38.0;2.0;13.0;55.0;388.14;0.1;93.0;9.0;Turku/Åbo
FI004C;209551.0;47.0;109.0;100.4;36.0;2.0;12.0;47.0;428.87;0.1;97.0;10.0;Oulu/Uleåborg
FI005C;297132.0;55.0;84.0;100.8;38.0;2.0;9.0;39.0;373.35;0.1;87.0;11.0;Espoo/Esbo
FI006C;239206.0;37.0;34.0;99.2;38.0;2.0;12.0;43.0;381.59;0.17;86.0;12.0;Vantaa/Vanda
FI007C;120027.0;36.0;52.0;106.6;44.0;2.0;15.0;52.0;441.03;0.17;95.0;9.0;Lahti/Lahtis
FI008C;121543.0;43.0;114.0;105.6;41.0;2.0;10.0;48.0;440.68;0.5;97.0;9.0;Kuopio
FI009C;144473.0;47.0;152.0;102.9;37.0;2.0;13.0;50.0;427.1;0.14;96.0;9.0;Jyväskylä
FR001C;10277625.0;50.0;68.0;107.8;36.0;2.0;12.0;39.0;356.2;0.16;84.0;15.0;Paris
FR002C;1277584.0;49.0;132.0;109.9;35.0;2.0;13.0;44.0;431.0;0.31;89.0;15.0;Lyon
FR003C;955906.0;42.0;126.0;109.0;34.0;2.0;17.0;41.0;447.56;0.25;91.0;14.0;Lille
FR004C;969002.0;38.0;59.0;111.2;40.0;2.0;16.0;41.0;419.37;0.29;90.0;14.0;Marseille
FR005C;747512.0;49.0;136.0;111.8;36.0;2.0;13.0;46.0;520.58;0.21;91.0;12.0;Bordeaux
FR006C;744104.0;54.0;149.0;106.7;34.0;2.0;14.0;48.0;526.58;0.22;90.0;13.0;Toulouse
FR007C;487928.0;53.0;121.0;109.6;35.0;2.0;14.0;48.0;503.2;0.37;93.0;13.0;Nantes
FR008C;461144.0;40.0;82.0;113.7;44.0;2.0;14.0;44.0;442.42;0.37;88.0;13.0;Nice
FR009C;427197.0;44.0;153.0;109.7;35.0;2.0;16.0;45.0;425.68;0.23;86.0;13.0;Strasbourg
FR010C;329517.0;39.0;136.0;112.6;37.0;2.0;17.0;48.0;476.31;0.15;92.0;12.0;Rouen
FR011C;364723.0;49.0;219.0;112.0;33.0;2.0;19.0;50.0;481.14;0.38;88.0;12.0;Montpellier
FR012C;365556.0;47.0;170.0;107.8;36.0;2.0;14.0;45.0;473.6;0.27;88.0;12.0;Grenoble
FR013C;245109.0;43.0;130.0;115.0;38.0;2.0;16.0;50.0;515.17;0.16;91.0;11.0;Tours
FR014C;239232.0;36.0;11.0;115.8;47.0;2.0;15.0;45.0;518.92;0.63;89.0;11.0;Cannes-Antibes
FR015C;238614.0;34.0;56.0;111.1;44.0;2.0;15.0;44.0;501.37;0.21;94.0;11.0;Toulon
FR016C;271686.0;53.0;243.0;109.5;32.0;2.0;15.0;52.0;490.1;0.18;91.0;12.0;Rennes
FR017C;208432.0;37.0;136.0;111.7;35.0;2.0;18.0;48.0;486.92;0.34;92.0;12.0;Reims
FR018C;242985.0;42.0;79.0;108.3;37.0;2.0;14.0;43.0;521.8;0.16;88.0;14.0;Orléans
FR019C;224207.0;44.0;214.0;108.8;35.0;2.0;17.0;52.0;476.66;0.18;91.0;10.0;Nancy
FR020C;200086.0;43.0;182.0;113.1;36.0;2.0;14.0;52.0;498.81;0.05;91.0;10.0;Dijon
FR021C;191068.0;44.0;214.0;112.0;35.0;2.0;16.0;54.0;526.74;0.16;90.0;11.0;Clermont-Ferrand
FR022C;193080.0;28.0;65.0;111.3;40.0;2.0;21.0;44.0;450.36;0.05;94.0;13.0;Le Havre
FR023C;208268.0;34.0;129.0;109.9;39.0;2.0;19.0;47.0;468.15;0.19;87.0;13.0;Saint-Étienne
FR024C;207283.0;43.0;213.0;115.3;35.0;2.0;18.0;51.0;508.37;0.14;93.0;12.0;Angers
FR025C;205684.0;29.0;51.0;106.5;39.0;2.0;20.0;39.0;494.97;0.24;85.0;13.0;Mulhouse
FR026C;202114.0;20.0;26.0;110.2;39.0;2.0;23.0;35.0;455.8;0.2;97.0;12.0;Lens
FR027C;166227.0;39.0;136.0;106.2;38.0;2.0;17.0;48.0;480.76;0.24;89.0;12.0;Metz
FR028C;148561.0;35.0;87.0;110.5;39.0;2.0;21.0;46.0;469.37;0.94;90.0;13.0;Nîmes
FR029C;151626.0;37.0;85.0;113.1;40.0;2.0;19.0;48.0;490.46;0.33;93.0;13.0;Le Mans
FR030C;153810.0;29.0;96.0;117.6;35.0;2.0;29.0;38.0;401.21;0.07;97.0;15.0;Saint-Denis
FR031C;180300.0;39.0;189.0;112.5;36.0;2.0;17.0;51.0;509.31;0.17;94.0;10.0;Caen
FR032C;141776.0;38.0;137.0;116.6;40.0;2.0;17.0;54.0;554.92;0.21;90.0;11.0;Limoges
FR033C;145133.0;54.0;260.0;109.9;38.0;2.0;12.0;49.0;530.77;0.55;93.0;10.0;Aix-en-Provence
FR034C;139926.0;41.0;183.0;104.7;35.0;2.0;17.0;55.0;524.89;0.21;94.0;10.0;Brest
FR035C;148506.0;38.0;204.0;110.7;34.0;2.0;19.0;47.0;441.99;0.4;93.0;11.0;Amiens
FR036C;141779.0;27.0;38.0;108.1;41.0;2.0;21.0;38.0;482.51;0.07;94.0;11.0;Dunkerque
FR037C;141364.0;32.0;67.0;113.4;42.0;2.0;23.0;46.0;490.22;0.5;89.0;12.0;Perpignan
FR038C;130721.0;47.0;55.0;107.9;40.0;2.0;10.0;44.0;566.85;0.15;91.0;12.0;Annecy
FR039C;117912.0;43.0;199.0;112.7;35.0;2.0;17.0;54.0;488.01;0.08;90.0;11.0;Besançon
FR040C;126027.0;45.0;49.0;117.1;46.0;2.0;13.0;49.0;612.7;0.48;95.0;8.0;Bayonne
FR041C;114468.0;35.0;2.0;114.1;50.0;2.0;15.0;39.0;582.04;0.17;96.0;10.0;La Seyne-sur-Mer
FR042C;109229.0;42.0;108.0;115.1;42.0;2.0;17.0;54.0;577.45;0.27;91.0;10.0;Pau
FR043C;137662.0;36.0;75.0;113.1;40.0;2.0;20.0;43.0;521.6;0.58;89.0;13.0;Avignon
FR044C;112189.0;31.0;80.0;113.3;38.0;2.0;22.0;50.0;481.42;0.18;90.0;12.0;Troyes
FR045C;127241.0;30.0;124.0;108.9;37.0;2.0;22.0;40.0;458.77;0.24;95.0;12.0;Valenciennes
FR047C;99272.0;45.0;277.0;117.1;31.0;2.0;18.0;58.0;527.97;0.4;91.0;12.0;Poitiers
FR048C;95297.0;39.0;70.0;111.7;41.0;2.0;16.0;46.0;530.14;0.21;91.0;12.0;Valence
FR049C;90485.0;34.0;11.0;112.9;52.0;2.0;14.0;40.0;593.84;0.55;93.0;9.0;Fréjus
FR050C;115103.0;43.0;60.0;110.6;40.0;2.0;12.0;43.0;547.0;0.43;92.0;12.0;Chambéry
FR051C;88052.0;28.0;14.0;103.5;34.0;3.0;19.0;33.0;399.56;0.11;80.0;18.0;Mantes-la-Jolie
FR052C;85520.0;26.0;42.0;108.3;39.0;2.0;22.0;37.0;458.16;0.47;96.0;12.0;Douai
FR053C;97821.0;33.0;37.0;107.3;34.0;2.0;15.0;36.0;427.57;0.1;82.0;18.0;Melun
FR054C;93550.0;42.0;160.0;116.3;44.0;2.0;18.0;53.0;536.3;0.32;95.0;9.0;La Rochelle
FR055C;80370.0;33.0;81.0;109.6;42.0;2.0;18.0;52.0;534.17;0.37;94.0;11.0;Lorient
FR056C;78549.0;32.0;23.0;106.8;43.0;2.0;14.0;44.0;566.14;0.13;97.0;10.0;Cherbourg-en-Cotentin
FR057C;78308.0;26.0;28.0;111.4;42.0;2.0;23.0;43.0;462.16;0.51;87.0;14.0;Béziers
FR058C;75831.0;36.0;25.0;112.2;41.0;2.0;15.0;45.0;515.8;0.26;91.0;11.0;Chartres
FR059C;77028.0;22.0;16.0;104.1;33.0;3.0;23.0;32.0;376.29;0.39;78.0;18.0;Creil
FR060C;73836.0;23.0;63.0;112.6;40.0;2.0;23.0;42.0;430.83;0.0;98.0;11.0;Boulogne-sur-Mer
FR061C;72509.0;20.0;50.0;98.0;36.0;2.0;27.0;43.0;414.94;0.0;92.0;12.0;Calais
FR063C;72415.0;26.0;36.0;106.3;40.0;2.0;20.0;40.0;519.12;0.41;88.0;12.0;Montbéliard
FR064C;66432.0;36.0;142.0;111.2;37.0;2.0;18.0;45.0;486.08;0.3;96.0;12.0;Arras
FR065C;68682.0;34.0;45.0;108.3;40.0;2.0;16.0;43.0;508.82;0.58;89.0;11.0;Colmar
FR066C;65225.0;29.0;7.0;109.1;44.0;2.0;17.0;36.0;573.74;0.77;93.0;12.0;Martigues
FR067C;65948.0;31.0;16.0;109.0;34.0;2.0;14.0;35.0;401.42;0.3;86.0;17.0;Meaux
FR068C;64541.0;38.0;60.0;112.6;44.0;2.0;16.0;48.0;550.05;0.15;93.0;11.0;Bourges
FR069C;71248.0;37.0;56.0;113.6;44.0;2.0;15.0;46.0;569.03;0.42;94.0;10.0;Saint-Brieuc
FR070C;63283.0;42.0;76.0;113.3;44.0;2.0;14.0;52.0;599.2;0.47;96.0;10.0;Quimper
FR071C;61643.0;37.0;63.0;101.2;39.0;2.0;19.0;47.0;504.84;0.49;90.0;11.0;Belfort
FR073C;67335.0;24.0;2.0;105.8;41.0;2.0;16.0;34.0;547.04;0.0;90.0;12.0;Hayange
FR074C;53120.0;16.0;5.0;108.2;34.0;3.0;38.0;23.0;338.63;0.0;99.0;18.0;Saint-Louis
FR075C;53719.0;45.0;129.0;116.5;45.0;2.0;16.0;54.0;575.2;0.74;95.0;9.0;Vannes
FR076C;61841.0;33.0;7.0;103.5;35.0;2.0;18.0;46.0;506.46;0.0;79.0;17.0;Annemasse-Geneva (French part)
FR077C;37464.0;33.0;6.0;101.5;41.0;2.0;16.0;39.0;555.36;0.0;76.0;10.0;Saint-Louis-Bâle (French part)
HR001C;808134.0;35.0;98.0;113.9;4.191.330.166.270.780;3.0;5.0;29.0;342.53;0.25;99.0;10.0;Zagreb
HR002C;113589.0;29.0;133.0;111.0;4.191.330.166.270.780;2.0;9.0;29.0;422.88;0.44;99.0;8.0;Rijeka
HR003C;51896.0;19.0;46.0;109.7;4.191.330.166.270.780;3.0;10.0;22.0;349.58;0.19;99.0;9.0;Slavonski Brod
HR004C;102542.0;26.0;135.0;114.6;4.191.330.166.270.780;3.0;8.0;28.0;324.09;0.1;99.0;8.0;Osijek
HR005C;167117.0;32.0;112.0;110.8;4.191.330.166.270.780;3.0;10.0;22.0;375.14;0.24;100.0;9.0;Split
HR006C;55865.0;25.0;61.0;108.6;4.191.330.166.270.780;2.0;9.0;28.0;430.99;0.36;98.0;7.0;Pula/Pola
HR007C;74399.0;28.0;67.0;110.1;4.191.330.166.270.780;3.0;9.0;23.0;373.76;0.13;99.0;10.0;Zadar
HU001C;1723836.0;45.0;91.0;113.7;42.0;2.0;2.0;40.0;407.73;0.19;94.0;9.0;Budapest
HU002C;150695.0;32.0;59.0;115.4;44.0;2.0;7.0;32.0;369.45;0.4;97.0;8.0;Miskolc
HU003C;116554.0;31.0;39.0;113.9;42.7;2.0;5.0;28.0;417.09;0.34;98.0;9.0;Nyíregyháza
HU004C;140237.0;38.0;145.0;117.8;43.7;2.0;6.0;36.0;401.87;0.36;95.0;8.0;Pécs
HU005C;200974.0;40.0;133.0;113.1;41.6;2.0;8.0;34.0;391.92;0.45;96.0;9.0;Debrecen
HU006C;159074.0;38.0;136.0;116.1;42.1;2.0;4.0;38.0;376.33;0.31;96.0;9.0;Szeged
HU007C;132735.0;32.0;89.0;109.3;41.5;2.0;2.0;35.0;421.61;0.3;97.0;10.0;Gyõr
HU008C;109651.0;31.0;31.0;112.3;41.9;2.0;5.0;32.0;464.29;0.46;98.0;10.0;Kecskemét
HU009C;95545.0;34.0;17.0;113.4;43.8;2.0;3.0;31.0;469.78;0.31;98.0;9.0;Székesfehérvár
HU010C;78324.0;30.0;30.0;113.8;43.5;2.0;3.0;30.0;447.28;0.38;98.0;8.0;Szombathely
HU011C;69725.0;33.0;10.0;115.4;44.1;2.0;7.0;29.0;382.73;0.86;98.0;7.0;Szolnok
HU012C;65145.0;20.0;5.0;113.2;42.0;2.0;3.0;31.0;437.93;0.6;97.0;10.0;Tatabánya
HU013C;58153.0;37.0;78.0;114.0;43.1;2.0;3.0;32.0;439.01;1.0;96.0;8.0;Veszprém
HU014C;58002.0;28.0;4.0;116.7;44.9;2.0;5.0;33.0;418.43;0.51;98.0;8.0;Békéscsaba
HU015C;59777.0;28.0;47.0;116.7;45.1;2.0;5.0;31.0;424.44;0.67;98.0;7.0;Kaposvár
HU016C;51168.0;36.0;115.0;117.4;44.5;2.0;6.0;33.0;406.41;0.98;97.0;7.0;Eger
HU017C;42136.0;23.0;39.0;115.0;45.2;2.0;6.0;38.0;404.52;0.23;96.0;7.0;Dunaújváros
HU018C;55470.0;28.0;15.0;112.2;45.9;2.0;4.0;33.0;463.1;0.71;97.0;8.0;Zalaegerszeg
HU019C;62900.0;28.0;42.0;112.7;41.5;2.0;1.0;30.0;437.06;0.64;97.0;8.0;Sopron
IE001C;1325700.0;29.0;36.0;101.4;33.0;3.0;17.0;24.0;413.01;0.41;86.0;16.0;Dublin
IE002C;118713.0;22.0;81.0;107.9;35.0;3.0;6.0;26.0;325.21;0.25;94.0;14.0;Cork
IE003C;56980.0;17.0;63.0;106.6;34.0;3.0;7.0;25.0;307.21;0.21;94.0;17.0;Limerick
IE004C;73963.0;35.0;154.0;111.8;31.0;3.0;5.0;21.0;403.98;0.96;90.0;18.0;Galway
IE005C;46583.0;15.0;36.0;105.0;34.0;3.0;6.0;23.0;415.17;0.25;94.0;19.0;Waterford
IT001C;2749031.0;31.0;77.0;110.6;47.0;2.0;9.0;41.0;628.45;0.44;88.0;6.0;Roma
IT002C;3565691.0;24.0;60.0;105.8;46.0;2.0;7.0;32.0;571.32;0.24;86.0;7.0;Milano
IT003C;2816448.0;15.0;43.0;105.8;42.0;3.0;19.0;21.0;617.24;0.3;96.0;8.0;Napoli
IT004C;848748.0;26.0;130.0;108.5;48.0;2.0;9.0;38.0;580.92;0.17;85.0;7.0;Torino
IT005C;635439.0;20.0;71.0;109.1;45.0;2.0;15.0;23.0;620.24;0.3;96.0;8.0;Palermo
IT006C;561203.0;25.0;57.0;110.2;50.0;2.0;8.0;39.0;472.84;0.25;90.0;6.0;Genova
IT007C;361619.0;33.0;164.0;111.9;48.0;2.0;8.0;39.0;535.0;0.35;85.0;7.0;Firenze
IT008C;315948.0;24.0;159.0;108.2;48.0;2.0;10.0;25.0;574.17;0.35;96.0;6.0;Bari
IT009C;387842.0;40.0;178.0;110.0;46.0;2.0;6.0;45.0;526.35;0.31;85.0;8.0;Bologna
IT010C;301104.0;18.0;136.0;107.7;45.0;3.0;21.0;27.0;773.04;0.57;96.0;9.0;Catania
IT011C;251944.0;24.0;102.0;108.7;50.0;2.0;7.0;37.0;426.77;0.23;85.0;6.0;Venezia
IT012C;255985.0;28.0;95.0;109.6;47.0;2.0;8.0;36.0;633.37;0.35;85.0;7.0;Verona
IT013C;70841.0;26.0;27.0;106.9;48.0;2.0;7.0;36.0;626.1;0.42;85.0;7.0;Cremona
IT014C;117847.0;32.0;140.0;106.7;46.0;2.0;6.0;35.0;3865.11;0.17;89.0;8.0;Trento
IT015C;199015.0;27.0;82.0;107.7;50.0;2.0;6.0;42.0;542.71;0.2;89.0;6.0;Trieste
IT016C;162362.0;31.0;162.0;108.2;47.0;2.0;11.0;32.0;742.95;0.42;87.0;7.0;Perugia
IT017C;98402.0;28.0;145.0;106.4;48.0;2.0;9.0;33.0;619.03;0.3;86.0;6.0;Ancona
IT018C;118992.0;33.0;74.0;111.6;48.0;2.0;11.0;30.0;621.2;0.08;95.0;7.0;Pescara
IT019C;47587.0;31.0;136.0;107.9;48.0;2.0;10.0;27.0;746.42;0.21;96.0;6.0;Campobasso
IT020C;73037.0;30.0;104.0;112.0;47.0;2.0;10.0;26.0;634.93;0.0;95.0;6.0;Caserta
IT021C;189461.0;17.0;20.0;108.7;47.0;2.0;13.0;26.0;583.39;0.37;98.0;6.0;Taranto
IT022C;64850.0;29.0;79.0;108.1;48.0;2.0;10.0;24.0;772.0;0.46;98.0;6.0;Potenza
IT023C;85609.0;26.0;136.0;109.5;47.0;2.0;18.0;24.0;698.78;0.0;97.0;7.0;Catanzaro
IT024C;172479.0;25.0;64.0;108.9;46.0;2.0;13.0;26.0;671.17;0.29;94.0;7.0;Reggio di Calabria
IT025C;122159.0;24.0;111.0;108.0;48.0;2.0;15.0;31.0;684.62;0.49;96.0;5.0;Sassari
IT026C;149092.0;33.0;174.0;115.0;51.0;2.0;13.0;35.0;673.55;0.53;94.0;5.0;Cagliari
IT027C;206651.0;37.0;275.0;109.8;48.0;2.0;10.0;37.0;603.41;0.52;84.0;7.0;Padova
